target_dialect,opcode,standard_span,dialect_span,n_occurrences,n_distinct_samples,tasks,example_sample_ids,category
PNT4,replace,chăn,mền,1,1,MCQA,MCQA_0048_5,Predicate vocabulary
PNT4,replace,chạy,qua,1,1,SENT,SENT_0696,Predicate vocabulary
PNT4,replace,chọn,lựa,1,1,MCQA,MCQA_0064_1,Predicate vocabulary
PNT4,replace,các chau,mấy cháu,1,1,SENT,SENT_3273,Demonstratives/Deixis
PNT4,replace,các chế,tụi bây,1,1,SENT,SENT_3249,Pronouns
PNT4,replace,các vùng,mấy khu,1,1,QA,QA_22617,Demonstratives/Deixis
PNT4,replace,có kích thước rất to,bự quá chừng,1,1,NLI,NLI_1921,Discourse particles
PNT4,replace,cô tại,cổ ở,1,1,NLI,NLI_5263,Pronouns
PNT4,replace,cô ấy vỡ vụn,cổ nát bét,1,1,NLI,NLI_3171,Pronouns
PNT4,replace,cùng bọn,với tụi,1,1,SENT,SENT_0958,Pronouns
PNT4,replace,cả,nguyên,1,1,MCQA,MCQA_0020_2,Demonstratives/Deixis
PNT4,replace,cậu,anh,1,1,MCQA,MCQA_0152_0,Pronouns
PNT4,replace,cậu,thằng,1,1,MCQA,MCQA_0120_3,Pronouns
PNT4,replace,cặp,gắp,1,1,MCQA,MCQA_0041_5,Predicate vocabulary
PNT4,replace,di chuyển,đi,1,1,NLI,NLI_3048,Predicate vocabulary
PNT4,replace,do,tại,1,1,NLI,NLI_5704,Connectives/Aspect markers
PNT4,replace,du,ru,1,1,SENT,SENT_5441,Noise/Non-linguistic
PNT4,replace,dàn,lần lần,1,1,QA,QA_24045,Predicate vocabulary
PNT4,replace,dạy,bày,1,1,MCQA,MCQA_0064_1,Predicate vocabulary
PNT4,replace,dội,bật,1,1,SENT,SENT_1410,Predicate vocabulary
PNT4,replace,dữ,hung,1,1,SENT,SENT_2148,Predicate vocabulary
PNT4,replace,em,con,1,1,NLI,NLI_6280,Noise/Non-linguistic
PNT4,replace,ghi đông,tay lái,1,1,MCQA,MCQA_0127_3,Predicate vocabulary
PNT4,replace,giai đoạn,thời gian,1,1,QA,QA_1521,Predicate vocabulary
PNT4,replace,giai đoạn này,đợt ni,1,1,NLI,NLI_3048,Demonstratives/Deixis
PNT4,replace,giúp,giùm,1,1,MCQA,MCQA_0092_2,Predicate vocabulary
PNT4,replace,giúp,phụ,1,1,MCQA,MCQA_0092_2,Predicate vocabulary
PNT4,replace,giúp mẹ một số công,phụ má mấy,1,1,MCQA,MCQA_0013_3,Demonstratives/Deixis
PNT4,replace,giờ đây,bây chừ,1,1,SENT,SENT_2308,Demonstratives/Deixis
PNT4,replace,gàn dở,khùng,1,1,MCQA,MCQA_0030_3,Noise/Non-linguistic
PNT4,replace,gái cưới,nớ lấy,1,1,NLI,NLI_0716,Demonstratives/Deixis
PNT4,replace,gì cả,chi hết,1,1,MCQA,MCQA_0074_5,Interrogatives
PNT4,replace,gì cả,chi nguyên,1,1,MCQA,MCQA_0047_4,Interrogatives
PNT4,replace,gì dữ vậy,chi kinh rứa,1,1,SENT,SENT_4959,Interrogatives
PNT4,replace,gì nhưng mọi người đều,chi chớ ai cũng,1,1,NLI,NLI_4746,Interrogatives
PNT4,replace,gì vào lúc,chi hồi,1,1,MCQA,MCQA_0016_0,Interrogatives
PNT4,replace,gì vậy nhỉ,chi ri bây,1,1,SENT,SENT_0343,Interrogatives
PNT4,replace,gấu,ghệ,1,1,SENT,SENT_1192,Predicate vocabulary
PNT4,replace,gắn,lắp,1,1,NLI,NLI_3951,Predicate vocabulary
PNT4,replace,hiệu,hàng,1,1,MCQA,MCQA_0152_0,Predicate vocabulary
PNT4,replace,hoài,miết,1,1,SENT,SENT_3906,Predicate vocabulary
PNT4,replace,hoạng,hoảng,1,1,SENT,SENT_3814,Predicate vocabulary
PNT4,replace,hoặc làm,hay lồm,1,1,SENT,SENT_0958,Connectives/Aspect markers
PNT4,replace,hoặc sang,hay qua,1,1,NLI,NLI_3048,Connectives/Aspect markers
PNT4,replace,hà,rứa,1,1,SENT,SENT_2148,Interrogatives
PNT4,replace,hàng,hằng,1,1,MCQA,MCQA_0092_2,Predicate vocabulary
PNT4,replace,háo,hóa,1,1,QA,QA_23724,Predicate vocabulary
PNT4,replace,hóa,hoá,1,1,NLI,NLI_0337,Orthographic variant
PNT4,replace,hôm,bữa,1,1,NLI,NLI_0830,Orthographic variant
PNT4,replace,hôm nay,bữa ni,1,1,MCQA,MCQA_0047_2,Demonstratives/Deixis
PNT4,replace,hôm nó,bữa hén,1,1,SENT,SENT_0895,Pronouns
PNT4,replace,hạ,hè,1,1,MCQA,MCQA_0002_4,Discourse particles
PNT4,replace,hối hả,quíu,1,1,MCQA,MCQA_0090_10,Discourse particles
PNT4,replace,hốt,sợ,1,1,MCQA,MCQA_0055_1,Predicate vocabulary
PNT4,replace,khi nào,lúc mô,1,1,MCQA,MCQA_0069_5,Noise/Non-linguistic
PNT4,replace,khi đó,hồi nớ,1,1,QA,QA_20004,Noise/Non-linguistic
PNT4,replace,khá,rất,1,1,NLI,NLI_2313,Noise/Non-linguistic
PNT4,replace,không may,lỡ,1,1,SENT,SENT_2217,Noise/Non-linguistic
PNT4,replace,không thành công,hông được,1,1,NLI,NLI_5263,Negation/Function words
PNT4,replace,khẳng,khẻng,1,1,NLI,NLI_0647,Noise/Non-linguistic
PNT4,replace,kiểu như thế nào,rứa rồi,1,1,SENT,SENT_2129,Noise/Non-linguistic
PNT4,replace,luyện,liệng,1,1,MCQA,MCQA_0004_3,Orthographic variant
PNT4,replace,làm gì,mần cấy chi,1,1,MCQA,MCQA_0100_2,Interrogatives
PNT4,replace,làm gì,mắc chi,1,1,SENT,SENT_0814,Interrogatives
PNT4,replace,lão vào,già vô,1,1,MCQA,MCQA_0091_1,Pronouns
PNT4,replace,lúc,hồi,1,1,SENT,SENT_5360,Connectives/Aspect markers
PNT4,replace,lúc đó,hồi nớ,1,1,NLI,NLI_0515,Demonstratives/Deixis
PNT4,replace,lý,lí,1,1,NLI,NLI_0516,Predicate vocabulary
PNT4,replace,lũ,bọn,1,1,SENT,SENT_3514,Pronouns
PNT4,replace,lầm lì,hầm hầm,1,1,SENT,SENT_5441,Predicate vocabulary
PNT4,replace,lắm,gớm,1,1,SENT,SENT_3060,Predicate vocabulary
PNT4,replace,lớn,to,1,1,MCQA,MCQA_0020_2,Noise/Non-linguistic
PNT4,replace,mang,đem,1,1,MCQA,MCQA_0152_0,Predicate vocabulary
PNT4,replace,mãi,hoài,1,1,MCQA,MCQA_0095_1,Connectives/Aspect markers
PNT4,replace,mãi đến,hoài tới,1,1,MCQA,MCQA_0095_1,Connectives/Aspect markers
PNT4,replace,mất,quá,1,1,SENT,SENT_5421,Discourse particles
PNT4,replace,mẩu,miếng,1,1,MCQA,MCQA_0047_4,Predicate vocabulary
PNT4,replace,mẫu,miếng,1,1,MCQA,MCQA_0047_4,Predicate vocabulary
PNT4,replace,mặc,lơ,1,1,MCQA,MCQA_0055_0,Predicate vocabulary
PNT4,replace,mẹ bật,má mở,1,1,MCQA,MCQA_0048_2,Kinship/Honorific terms
PNT4,replace,mẹ và,má với,1,1,MCQA,MCQA_0090_10,Kinship/Honorific terms
PNT4,replace,mọi,mụa,1,1,NLI,NLI_0647,Demonstratives/Deixis
PNT4,replace,mồm,mỏ,1,1,SENT,SENT_4494,Predicate vocabulary
PNT4,replace,một thời gian,mấy bữa,1,1,SENT,SENT_0958,Demonstratives/Deixis
PNT4,replace,mới tháng,thắng,1,1,NLI,NLI_7681,Predicate vocabulary
PNT4,replace,nay tao,ni ta,1,1,SENT,SENT_5421,Pronouns
PNT4,replace,ngay,liền,1,1,SENT,SENT_1161,Discourse particles
PNT4,replace,người,thằng,1,1,SENT,SENT_5008,Pronouns
PNT4,replace,người,đứa,1,1,NLI,NLI_6350,Pronouns
PNT4,replace,ngạc nhiên,bất ngờ,1,1,MCQA,MCQA_0074_5,Predicate vocabulary
PNT4,replace,nhá,nghe,1,1,SENT,SENT_3814,Discourse particles
PNT4,replace,nhé nhỉ thế,nghe như rứa,1,1,SENT,SENT_0534,Interrogatives
PNT4,replace,như thế nào,kiểu ren,1,1,QA,QA_19250,Noise/Non-linguistic
PNT4,replace,như thế nào nhỉ,ren hè,1,1,SENT,SENT_2217,Interrogatives
PNT4,replace,như thế nào đến,ra ren tới,1,1,QA,QA_12099,Interrogatives
PNT4,replace,nhầm hôm nay,lầm bữa ni,1,1,SENT,SENT_4550,Demonstratives/Deixis
PNT4,replace,nhắc,nói,1,1,NLI,NLI_3107,Predicate vocabulary
PNT4,replace,nhằm,để,1,1,MCQA,MCQA_0137_1,Connectives/Aspect markers
PNT4,replace,nhặt xem,lượm coi,1,1,SENT,SENT_5315,Predicate vocabulary
PNT4,replace,nhỉ,dậy,1,1,SENT,SENT_1172,Discourse particles
PNT4,replace,nhỉ,rứa,1,1,SENT,SENT_0572,Interrogatives
PNT4,replace,nhờ,ngờ,1,1,MCQA,MCQA_0065_2,Predicate vocabulary
PNT4,replace,những gì đã,mấy chuyện,1,1,NLI,NLI_7469,Interrogatives
PNT4,replace,những ngưới,mấy người,1,1,NLI,NLI_0959,Demonstratives/Deixis
PNT4,replace,những việc đó,mấy chuyện nớ,1,1,NLI,NLI_6110,Demonstratives/Deixis
PNT4,replace,nào chúng ta,mô tụi mình,1,1,MCQA,MCQA_0002_4,Pronouns
PNT4,replace,nào khác,mô nữa,1,1,MCQA,MCQA_0141_3,Interrogatives
PNT4,replace,nào vào,chi ở,1,1,QA,QA_22617,Interrogatives
PNT4,replace,này có vẻ ngoài,ni nhìn,1,1,NLI,NLI_5704,Demonstratives/Deixis
PNT4,replace,này như thế nào,ni ra ren,1,1,MCQA,MCQA_0041_5,Interrogatives
PNT4,replace,này sao,ni ren,1,1,SENT,SENT_4084,Interrogatives
PNT4,replace,này tao,ni ta,1,1,SENT,SENT_4737,Pronouns
PNT4,replace,ném,quăng,1,1,SENT,SENT_5315,Predicate vocabulary
PNT4,replace,nó có vị trí,hén nằm,1,1,QA,QA_8137,Pronouns
PNT4,replace,nũa,nữa,1,1,SENT,SENT_3273,Orthographic variant
PNT4,replace,nơi,chỗ,1,1,NLI,NLI_1921,Predicate vocabulary
PNT4,replace,nơi nào,chỗ mô,1,1,QA,QA_8086,Interrogatives
PNT4,replace,nấp mau,núp nhanh,1,1,MCQA,MCQA_0039_4,Predicate vocabulary
PNT4,replace,nổi bật,trội,1,1,QA,QA_25984,Predicate vocabulary
PNT4,replace,or,hay,1,1,SENT,SENT_0237,Noise/Non-linguistic
PNT4,replace,phòng,buồng,1,1,SENT,SENT_5441,Predicate vocabulary
PNT4,replace,phóng,chích,1,1,SENT,SENT_4745,Predicate vocabulary
PNT4,replace,phần lớn,đa số,1,1,QA,QA_9223,Predicate vocabulary
PNT4,replace,phục,phúc,1,1,NLI,NLI_0521,Orthographic variant
PNT4,replace,phủ quyết,bác bỏ,1,1,QA,QA_4230,Predicate vocabulary
PNT4,replace,quá,ghê,1,1,MCQA,MCQA_0016_0,Predicate vocabulary
PNT4,replace,quá vậy,ghê rứa,1,1,SENT,SENT_4084,Interrogatives
PNT4,replace,quả,trái,1,1,NLI,NLI_3171,Predicate vocabulary
PNT4,replace,quả này,cú ni,1,1,SENT,SENT_1093,Demonstratives/Deixis
PNT4,replace,rơi,rớt,1,1,MCQA,MCQA_0095_1,Predicate vocabulary
PNT4,replace,rơi vào,rớt vô,1,1,MCQA,MCQA_0058_0,Connectives/Aspect markers
PNT4,replace,rược,đuổi,1,1,SENT,SENT_2938,Predicate vocabulary
PNT4,replace,rất nhiều,quá trời,1,1,MCQA,MCQA_0137_1,Demonstratives/Deixis
PNT4,replace,rộng toang toác,ngoác mồm,1,1,SENT,SENT_1338,Predicate vocabulary
PNT4,replace,rớm,chớm,1,1,MCQA,MCQA_0123_6,Predicate vocabulary
PNT4,replace,rời,bỏ,1,1,MCQA,MCQA_0123_6,Predicate vocabulary
PNT4,replace,rời,đi,1,1,MCQA,MCQA_0030_1,Predicate vocabulary
PNT4,replace,sao bọn nó,ren tụi hắn,1,1,SENT,SENT_4745,Pronouns
PNT4,replace,sao cha,răng ba,1,1,MCQA,MCQA_0010_1,Kinship/Honorific terms
PNT4,replace,sao này,sau ni,1,1,SENT,SENT_4160,Interrogatives
PNT4,replace,sao ấy,ren á,1,1,SENT,SENT_4809,Interrogatives
PNT4,replace,sau,sa,1,1,SENT,SENT_0958,Noise/Non-linguistic
PNT4,replace,sờ,xì,1,1,SENT,SENT_0958,Predicate vocabulary
PNT4,replace,sợ hãi,hại,1,1,NLI,NLI_6110,Predicate vocabulary
PNT4,replace,sử dụng,dùng,1,1,NLI,NLI_5366,Predicate vocabulary
PNT4,replace,tao ngày nào,ta ngà mô,1,1,SENT,SENT_0958,Pronouns
PNT4,replace,tao tao,ta ta,1,1,SENT,SENT_5315,Pronouns
PNT4,replace,tao vậy,ta rứa,1,1,SENT,SENT_1098,Pronouns
PNT4,replace,thân,cơ,1,1,QA,QA_27033,Predicate vocabulary
PNT4,replace,thích,ưng,1,1,SENT,SENT_4003,Predicate vocabulary
PNT4,replace,thật quá,thiệt,1,1,SENT,SENT_0534,Connectives/Aspect markers
PNT4,replace,thật đấy,ghê lắm,1,1,SENT,SENT_1626,Demonstratives/Deixis
PNT4,replace,thật đấy,kinh á,1,1,SENT,SENT_1093,Noise/Non-linguistic
PNT4,replace,thằng,đứa,1,1,SENT,SENT_1192,Pronouns
PNT4,replace,thế kia,rứa,1,1,SENT,SENT_3094,Interrogatives
PNT4,replace,thục,thạo,1,1,NLI,NLI_0028,Predicate vocabulary
PNT4,replace,thục mạng,chết mẹ,1,1,SENT,SENT_0696,Predicate vocabulary
PNT4,replace,tin,nói,1,1,QA,QA_11490,Predicate vocabulary
PNT4,replace,toét,lếu,1,1,SENT,SENT_5315,Predicate vocabulary
PNT4,replace,trong giai đoạn,hồi,1,1,NLI,NLI_4233,Connectives/Aspect markers
PNT4,replace,trong tương lai,sau ni,1,1,NLI,NLI_0959,Demonstratives/Deixis
PNT4,replace,trrong gia,trong giai,1,1,QA,QA_10410,Predicate vocabulary
PNT4,replace,truang,trung,1,1,QA,QA_23724,Predicate vocabulary
PNT4,replace,trái,ngược,1,1,QA,QA_27000,Predicate vocabulary
PNT4,replace,tránh xa,né,1,1,SENT,SENT_1192,Predicate vocabulary
PNT4,replace,trèo,leo,1,1,SENT,SENT_4745,Predicate vocabulary
PNT4,replace,trông,nhìn,1,1,SENT,SENT_3514,Predicate vocabulary
PNT4,replace,trất,tốt nhứt,1,1,SENT,SENT_0018,Predicate vocabulary
PNT4,replace,trịu,trụi,1,1,MCQA,MCQA_0002_4,Orthographic variant
PNT4,replace,tính,định,1,1,SENT,SENT_1410,Predicate vocabulary
PNT4,replace,tỏ,ra,1,1,SENT,SENT_4861,Noise/Non-linguistic
PNT4,replace,tới,xuống,1,1,SENT,SENT_1172,Predicate vocabulary
PNT4,replace,và,rồi,1,1,MCQA,MCQA_0091_0,Connectives/Aspect markers
PNT4,replace,và sự,với,1,1,QA,QA_8904,Connectives/Aspect markers
PNT4,replace,vào,ở,1,1,QA,QA_7436,Connectives/Aspect markers
PNT4,replace,vào các,vô mấy,1,1,QA,QA_18828,Demonstratives/Deixis
PNT4,replace,vâng,dạ,1,1,SENT,SENT_3169,Discourse particles
PNT4,replace,vâng,nghe,1,1,MCQA,MCQA_0056_2,Discourse particles
PNT4,replace,vén,kéo,1,1,SENT,SENT_2507,Noise/Non-linguistic
PNT4,replace,vì,do,1,1,QA,QA_19877,Noise/Non-linguistic
PNT4,replace,vì,tại,1,1,QA,QA_20004,Connectives/Aspect markers
PNT4,replace,ví,bóp,1,1,NLI,NLI_1465,Predicate vocabulary
PNT4,replace,vương,giương,1,1,SENT,SENT_1410,Predicate vocabulary
PNT4,replace,vẫn,cũng,1,1,SENT,SENT_3060,Connectives/Aspect markers
PNT4,replace,vẫn,cứ,1,1,MCQA,MCQA_0138_5,Predicate vocabulary
PNT4,replace,vật lộn,chống chọi,1,1,MCQA,MCQA_0056_2,Predicate vocabulary
PNT4,replace,vệ,lề,1,1,MCQA,MCQA_0138_5,Predicate vocabulary
PNT4,replace,vội vàng,quíu quắn,1,1,MCQA,MCQA_0055_0,Predicate vocabulary
PNT4,replace,xơi,ăn,1,1,SENT,SENT_1192,Predicate vocabulary
PNT4,replace,xấc xược,hỗn hào bố,1,1,SENT,SENT_4861,Predicate vocabulary
PNT4,replace,à tao,hả ta,1,1,SENT,SENT_3094,Pronouns
PNT4,replace,ông ấy như thế nào,ổng ren hết,1,1,NLI,NLI_0729,Pronouns
PNT4,replace,ôtô cá nhân,xe hơi riêng,1,1,NLI,NLI_3915,Idiomatic expressions
PNT4,replace,ăn,en,1,1,MCQA,MCQA_0013_4,Noise/Non-linguistic
PNT4,replace,điều này,chuyện ni,1,1,QA,QA_18170,Demonstratives/Deixis
PNT4,replace,điều đó,chuyện nớ,1,1,NLI,NLI_6155,Demonstratives/Deixis
PNT4,replace,đánh,ăn,1,1,MCQA,MCQA_0114_1,Predicate vocabulary
PNT4,replace,đó cha,nớ ba,1,1,SENT,SENT_3555,Kinship/Honorific terms
PNT4,replace,đỗ,đậu,1,1,SENT,SENT_3243,Predicate vocabulary
PNT4,replace,đỗ lùi,đậu xích,1,1,SENT,SENT_3243,Predicate vocabulary
PNT4,replace,đột,tự,1,1,NLI,NLI_6129,Predicate vocabulary
PNT4,replace,đức,bức,1,1,NLI,NLI_1077,Orthographic variant
PNT4,replace,ư,hả,1,1,SENT,SENT_2515,Discourse particles
PNT4,replace,ạ thế,rứa,1,1,MCQA,MCQA_0025_10,Interrogatives
PNT4,replace,ảnh,hình,1,1,NLI,NLI_2899,Predicate vocabulary
PNT4,replace,ấy chứ,đó bớt,1,1,SENT,SENT_1655,Demonstratives/Deixis
PNT4,replace,ấy chứ,đó chớ,1,1,SENT,SENT_3023,Demonstratives/Deixis
PNT4,replace,ấy giờ,đó chừ,1,1,SENT,SENT_2308,Demonstratives/Deixis
PNT4,replace,ủi ui,trời ơi,1,1,SENT,SENT_3670,Predicate vocabulary
